cliente_id,regiao,segmento_negocio,canal_relacionamento,porte_cliente,distancia_cd_km,volume_medio_entregue_kg,entregas_mes,ticket_medio_rs,receita_mensal_estimada_rs,lead_time_medio_dias,entregas_no_prazo_pct,custo_medio_entrega_rs,custo_logistico_mensal_rs,custo_por_kg_rs,taxa_ocorrencias_pct,variabilidade_demanda_pct,pedidos_urgentes_pct,prioridade_contrato,risco_operacional_score,anomalia_sintetica,tipo_anomalia_sintetica,cluster_teorico_sintetico
CLI_01615,Norte,Indústria,B2B,Médio,167.1,434.0,5,1901.74,9508.68,3.72,72.91,338.73,1693.65,0.7805,8.5,49.01,37.48,Baixa,42.78,0,normal,Baixo volume instável
CLI_01616,Sudeste,Varejo,Marketplace,Grande,29.7,1136.1,15,7366.6,110498.98,1.25,94.71,244.98,3674.7,0.2156,1.3,16.21,27.57,Premium,11.95,0,normal,Estratégicos urbanos
CLI_01617,Norte,Varejo,B2B,Médio,70.7,1030.4,16,9047.03,144752.49,1.42,93.39,190.94,3055.04,0.1853,1.63,17.79,10.86,Premium,12.28,0,normal,Estratégicos urbanos
CLI_01618,Sudeste,Varejo,B2B,Médio,367.8,617.1,8,4750.65,38005.2,4.63,85.05,801.28,6410.24,1.2985,8.67,19.1,28.53,Alta,32.55,0,normal,Longa distância alto custo
CLI_01619,Sudeste,E-commerce,Marketplace,Grande,271.3,359.0,12,4373.69,52484.25,7.14,61.88,472.54,5670.48,1.3163,13.55,54.2,61.53,Média,64.97,0,normal,Críticos operacionais
CLI_01620,Norte,E-commerce,Marketplace,Médio,27.7,1846.7,23,13321.49,306394.24,1.76,97.61,203.8,4687.4,0.1104,1.55,15.49,27.53,Premium,11.38,0,normal,Estratégicos urbanos
CLI_01621,Centro-Oeste,Varejo,B2B,Médio,23.4,2044.0,20,8361.0,167219.94,1.62,94.29,188.12,3762.4,0.092,1.85,10.68,11.47,Premium,11.49,0,normal,Estratégicos urbanos
CLI_01622,Sul,Indústria,B2B,Grande,153.5,723.0,12,4310.7,51728.38,2.68,95.7,282.43,3389.16,0.3906,5.47,19.78,28.79,Média,18.4,0,normal,Recorrentes padrão
CLI_01623,Sudeste,E-commerce,B2B,Pequeno,123.0,193.3,5,1112.79,5563.96,4.59,90.4,237.73,1188.65,1.2298,7.92,59.94,42.43,Média,34.68,0,normal,Baixo volume instável
CLI_01624,Sul,Indústria,B2B,Médio,45.1,968.0,18,7703.75,138667.41,1.48,96.97,190.93,3436.74,0.1972,1.6,15.28,11.78,Premium,9.78,0,normal,Estratégicos urbanos
CLI_01625,Sudeste,Indústria,B2B,Médio,116.3,668.9,6,4465.83,26794.99,3.06,83.43,370.29,2221.74,0.5536,2.77,10.11,25.11,Alta,24.07,0,normal,Recorrentes padrão
CLI_01626,Sudeste,Atacado,B2B,Pequeno,227.2,234.6,5,1424.31,7121.55,3.3,90.37,273.63,1368.15,1.1664,3.46,63.86,49.68,Média,29.39,0,normal,Baixo volume instável
CLI_01627,Sul,E-commerce,B2B,Pequeno,95.5,720.0,7,255.84,1790.89,1.97,93.15,248.7,1740.9,0.3454,4.28,26.64,21.36,Alta,17.71,0,normal,Recorrentes padrão
CLI_01628,Sudeste,Serviços,Distribuidor,Médio,35.4,1142.4,15,10862.23,162933.45,1.63,98.48,122.26,1833.9,0.107,2.17,10.06,16.03,Premium,9.26,0,normal,Estratégicos urbanos
CLI_01629,Sudeste,Atacado,Distribuidor,Médio,44.0,1473.3,22,7727.79,170011.4,1.41,94.39,199.84,4396.48,0.1356,1.13,3.37,10.7,Premium,9.4,0,normal,Estratégicos urbanos
CLI_01630,Sudeste,Serviços,B2B,Médio,109.1,648.2,9,5459.4,49134.63,2.65,91.49,269.01,2421.09,0.415,4.52,15.86,16.96,Média,18.96,0,normal,Recorrentes padrão
CLI_01631,Sudeste,E-commerce,Distribuidor,Médio,152.9,819.3,10,4388.38,43883.77,3.16,88.66,206.89,2068.9,0.2525,3.77,22.48,27.91,Média,23.34,0,normal,Recorrentes padrão
CLI_01632,Sudeste,Atacado,Distribuidor,Pequeno,19.3,243.0,3,650.1,1950.3,3.16,84.68,460.84,1382.52,1.8965,6.7,55.03,37.79,Média,33.03,0,normal,Baixo volume instável
CLI_01633,Nordeste,E-commerce,Distribuidor,Grande,246.7,1034.4,3,6143.79,18431.36,4.96,84.88,628.51,1885.53,0.6076,7.34,25.91,13.56,Alta,32.14,0,normal,Longa distância alto custo
CLI_01634,Norte,Serviços,Venda direta,Médio,224.5,527.0,5,5145.17,25725.84,5.85,92.3,626.52,3132.6,1.1888,1.17,15.66,39.89,Média,25.93,0,normal,Longa distância alto custo
CLI_01635,Norte,Serviços,Marketplace,Grande,449.0,339.2,3,3802.82,11408.47,6.02,73.65,726.74,2180.22,2.1425,9.32,60.92,48.7,Média,51.07,0,normal,Críticos operacionais
CLI_01636,Sudeste,Varejo,B2B,Médio,97.6,874.0,8,3387.99,27103.9,2.2,89.26,202.24,1617.92,0.2314,3.63,20.95,27.7,Média,20.23,0,normal,Recorrentes padrão
CLI_01637,Sul,Serviços,Marketplace,Pequeno,106.6,480.4,10,4008.95,40089.5,2.38,95.74,187.7,1877.0,0.3907,0.63,16.43,14.79,Alta,12.56,0,normal,Recorrentes padrão
CLI_01638,Norte,Varejo,Distribuidor,Médio,213.5,699.2,9,3556.17,32005.53,6.25,81.19,616.77,5550.93,0.8821,9.88,47.71,61.34,Baixa,46.41,0,normal,Críticos operacionais
CLI_01639,Nordeste,Atacado,Venda direta,Médio,71.6,826.9,15,3212.89,48193.38,2.4,89.76,285.54,4283.1,0.3453,3.62,17.68,24.75,Alta,19.73,0,normal,Recorrentes padrão
CLI_01640,Sudeste,Atacado,B2B,Grande,125.6,353.1,1,998.34,998.34,3.63,81.72,225.53,225.53,0.6387,5.47,38.57,45.65,Baixa,33.89,0,normal,Baixo volume instável
CLI_01641,Sudeste,Varejo,B2B,Pequeno,208.5,359.3,3,2104.45,6313.36,2.76,90.57,427.98,1283.94,1.1911,4.75,25.73,60.17,Média,24.9,0,normal,Baixo volume instável
CLI_01642,Nordeste,E-commerce,B2B,Médio,45.9,1359.7,4,10081.94,40327.75,1.67,96.81,202.66,810.64,0.149,1.83,12.69,19.92,Alta,10.89,0,normal,Estratégicos urbanos
CLI_01643,Sudeste,Serviços,Marketplace,Pequeno,89.6,817.7,10,4083.58,40835.79,2.94,93.07,175.63,1756.3,0.2148,3.71,14.03,34.17,Média,19.27,0,normal,Recorrentes padrão
CLI_01644,Centro-Oeste,Atacado,Venda direta,Médio,87.2,1732.2,19,10994.69,208899.08,1.43,93.23,121.47,2307.93,0.0701,1.86,11.17,21.64,Premium,12.65,0,normal,Estratégicos urbanos
CLI_01645,Sudeste,Varejo,Marketplace,Grande,54.3,1677.1,22,9432.48,207514.45,1.66,98.23,149.95,3298.9,0.0894,1.13,10.88,8.67,Alta,8.24,0,normal,Estratégicos urbanos
CLI_01646,Nordeste,E-commerce,Distribuidor,Médio,92.5,590.0,10,4271.63,42716.32,3.79,85.17,209.05,2090.5,0.3543,2.21,21.62,25.84,Alta,25.85,0,normal,Recorrentes padrão
CLI_01647,Sudeste,Indústria,B2B,Médio,119.0,417.8,11,4230.75,46538.24,2.38,86.18,316.68,3483.48,0.758,1.95,24.5,12.54,Média,20.71,0,normal,Recorrentes padrão
CLI_01648,Sudeste,Varejo,B2B,Grande,291.6,223.9,6,1764.84,10589.03,2.14,75.84,254.82,1528.92,1.1381,11.6,51.09,50.65,Baixa,40.46,0,normal,Baixo volume instável
CLI_01649,Sudeste,Serviços,Distribuidor,Pequeno,350.9,607.7,10,4645.29,46452.9,5.93,77.03,495.62,4956.2,0.8156,26.54217323259104,15.41,42.8,Média,54.65,1,ocorrencia_extrema,Críticos operacionais
CLI_01650,Nordeste,Indústria,B2B,Pequeno,140.6,402.3,6,1659.91,9959.46,3.15,91.55,191.31,1147.86,0.4755,2.27,56.92,38.86,Média,25.59,0,normal,Baixo volume instável
CLI_01651,Sul,Indústria,Distribuidor,Médio,93.8,543.4,10,4848.22,48482.2,2.25,89.67,293.41,2934.1,0.54,4.31,13.18,23.77,Alta,19.26,0,normal,Recorrentes padrão
CLI_01652,Sudeste,Varejo,B2B,Pequeno,89.2,646.5,10,4606.71,46067.09,1.85,90.07,220.16,2201.6,0.3405,4.74,8.45,25.26,Média,17.83,0,normal,Recorrentes padrão
CLI_01653,Centro-Oeste,Indústria,B2B,Médio,93.9,774.4,14,2770.35,38784.91,2.12,95.33,323.32,4526.48,0.4175,5.04,35.37,19.93,Média,18.16,0,normal,Recorrentes padrão
CLI_01654,Sudeste,Varejo,Distribuidor,Médio,18.6,1490.4,15,5986.63,89799.38,1.9,94.49,192.72,2890.8,0.1293,1.12,16.6,19.89,Premium,13.0,0,normal,Estratégicos urbanos
CLI_01655,Centro-Oeste,Indústria,Distribuidor,Médio,204.9,608.1,5,2412.72,12063.6,7.95,67.5,410.82,2054.1,0.6756,17.81,34.97,24.31,Baixa,60.73,0,normal,Críticos operacionais
CLI_01656,Centro-Oeste,Indústria,Venda direta,Pequeno,78.7,874.1,13,4097.22,53263.8,2.56,89.1,196.08,2549.04,0.2243,6.14,16.75,26.36,Alta,22.39,0,normal,Recorrentes padrão
CLI_01657,Sul,Serviços,B2B,Pequeno,99.0,616.3,10,4688.77,46887.73,2.45,94.93,209.49,2094.9,0.3399,5.33,17.46,18.03,Média,17.04,0,normal,Recorrentes padrão
CLI_01658,Sul,Varejo,Venda direta,Pequeno,103.9,256.8,3,1296.92,3890.77,4.14,99.39,227.12,681.36,0.8844,8.74,52.65,17.13,Média,25.09,0,normal,Baixo volume instável
CLI_01659,Sul,Varejo,Marketplace,Pequeno,150.8,511.9,7,5528.33,38698.33,1.85,94.96,410.47,2873.29,0.8019,4.31,27.1,32.54,Média,17.23,0,normal,Recorrentes padrão
CLI_01660,Sul,E-commerce,Venda direta,Médio,65.4,1192.7,15,8894.55,133418.29,1.29,96.39,173.32,2599.8,0.1453,1.21,14.19,22.32,Premium,10.17,0,normal,Estratégicos urbanos
CLI_01661,Norte,Varejo,Marketplace,Médio,47.4,1211.8,19,15457.82,293698.6,1.48,99.19,213.63,4058.97,0.1763,2.62,4.27,31.61,Premium,9.31,0,normal,Estratégicos urbanos
CLI_01662,Nordeste,E-commerce,Distribuidor,Médio,533.5,726.5,6,4557.74,27346.44,5.92,81.06,773.77,4642.62,1.0651,4.6,14.96,37.01,Média,35.72,0,normal,Longa distância alto custo
CLI_01663,Nordeste,Varejo,Distribuidor,Grande,123.9,200.3,4,1081.78,4327.13,1.72,87.8,357.45,1429.8,1.7846,6.51,47.25,27.22,Baixa,25.34,0,normal,Baixo volume instável
CLI_01664,Nordeste,Varejo,B2B,Grande,55.3,1503.8,11,11096.29,122059.24,1.5,96.2,159.08,1749.88,0.1058,3.26,3.0,28.42,Alta,11.38,0,normal,Estratégicos urbanos
CLI_01665,Norte,Varejo,B2B,Médio,318.8,896.9,7,423.71,2965.95,7.95,72.48,232.79,1629.53,0.2595,15.37,49.28,49.13,Baixa,59.56,0,normal,Críticos operacionais
CLI_01666,Norte,E-commerce,Marketplace,Médio,161.6,273.9,4,1377.33,5509.32,4.24,95.07,277.04,1108.16,1.0115,6.32,57.26,53.39,Baixa,30.13,0,normal,Baixo volume instável
CLI_01667,Centro-Oeste,Indústria,B2B,Médio,172.1,369.8,3,1531.65,4594.96,3.22,83.11,244.56,733.68,0.6613,7.24,33.63,28.79,Baixa,31.15,0,normal,Baixo volume instável
CLI_01668,Sudeste,E-commerce,B2B,Médio,122.6,636.7,15,4231.41,63471.19,2.93,94.18,259.27,3889.05,0.4072,1.92,19.37,19.74,Média,16.69,0,normal,Recorrentes padrão
CLI_01669,Nordeste,Varejo,Distribuidor,Pequeno,31.2,1125.2,19,8397.77,159557.58,1.6,93.21,176.86,3360.34,0.1572,3.23,9.21,3.26,Premium,12.27,0,normal,Estratégicos urbanos
CLI_01670,Nordeste,Varejo,Distribuidor,Pequeno,130.3,333.3,1,870.98,870.98,2.44,76.84,266.86,266.86,0.8007,5.23,59.7,36.94,Baixa,35.93,0,normal,Baixo volume instável
CLI_01671,Sudeste,E-commerce,Distribuidor,Pequeno,151.7,529.2,8,4749.15,37993.23,2.71,90.71,240.95,1927.6,0.4553,4.91,16.26,23.45,Alta,20.5,0,normal,Recorrentes padrão
CLI_01672,Centro-Oeste,Atacado,B2B,Médio,234.3,857.1,6,7926.9,47561.4,5.33,83.87,727.17,4363.02,0.8484,5.3,30.59,19.44,Alta,33.37,0,normal,Longa distância alto custo
CLI_01673,Sudeste,Atacado,B2B,Grande,209.2,75.9,4,808.13,3232.53,2.88,78.35,324.56,1298.24,4.2762,5.56,56.97,52.74,Baixa,37.24,0,normal,Baixo volume instável
CLI_01674,Centro-Oeste,Atacado,B2B,Pequeno,44.3,1036.9,19,9070.23,172334.35,1.11,93.25,275.49,5234.31,0.2657,2.0,17.93,15.08,Alta,12.24,0,normal,Estratégicos urbanos
CLI_01675,Nordeste,Atacado,B2B,Pequeno,218.2,214.0,4,1269.58,5078.3,2.77,90.3,182.52,730.08,0.8529,6.68,59.47,36.98,Baixa,28.79,0,normal,Baixo volume instável
CLI_01676,Centro-Oeste,E-commerce,B2B,Pequeno,208.3,409.3,6,6652.27,39913.64,5.87,77.62,450.9,2705.4,1.1016,20.81,37.7,54.79,Média,53.84,0,normal,Críticos operacionais
CLI_01677,Sudeste,Varejo,Venda direta,Médio,186.1,204.1,6,1737.06,10422.33,3.85,94.43,283.81,1702.86,1.3905,6.44,34.67,34.4,Baixa,25.21,0,normal,Baixo volume instável
CLI_01678,Norte,Atacado,B2B,Médio,112.2,725.6,4,5351.61,21406.45,1.16,95.06,265.48,1061.92,0.3659,4.5,20.95,32.35,Média,14.78,0,normal,Recorrentes padrão
CLI_01679,Nordeste,Atacado,Venda direta,Grande,108.3,283.8,6,1202.8,7216.82,4.89,88.05,347.85,2087.1,1.2257,3.74,61.39,32.65,Média,33.37,0,normal,Baixo volume instável
CLI_01680,Nordeste,Atacado,B2B,Pequeno,144.3,607.5,12,5064.89,60778.7,0.52,96.06,213.12,2557.44,0.3508,3.07,29.24,35.58,Média,12.81,0,normal,Recorrentes padrão
CLI_01681,Sudeste,Atacado,Venda direta,Médio,97.1,207.0,4,1570.81,6283.25,2.29,89.62,168.9,675.6,0.8159,6.69,49.79,39.38,Baixa,27.03,0,normal,Baixo volume instável
CLI_01682,Sul,Serviços,Distribuidor,Médio,155.9,116.2,2,1603.56,3207.11,1.84,84.99,251.72,503.44,2.1663,5.84,61.59,25.06,Baixa,28.67,0,normal,Baixo volume instável
CLI_01683,Sul,Varejo,Distribuidor,Médio,120.9,70.1,5,250.0,1250.0,3.81,90.69,454.13,2270.65,6.4783,11.3,59.23,30.47,Baixa,33.85,0,normal,Baixo volume instável
CLI_01684,Norte,Serviços,B2B,Médio,47.6,749.2,7,3610.16,25271.11,3.48,99.5,268.07,1876.49,0.3578,3.32,25.41,19.51,Média,16.26,0,normal,Recorrentes padrão
CLI_01685,Sudeste,Varejo,B2B,Grande,61.4,1793.5,19,9696.58,184234.94,1.59,95.35,147.12,2795.28,0.082,2.62,10.46,14.91,Alta,11.52,0,normal,Estratégicos urbanos
CLI_01686,Centro-Oeste,Varejo,B2B,Médio,82.1,374.1,14,4488.54,62839.55,2.87,94.55,207.96,2911.44,0.5559,2.87,26.21,38.68,Média,19.43,0,normal,Recorrentes padrão
CLI_01687,Norte,Serviços,Marketplace,Pequeno,104.4,479.8,9,3704.07,33336.61,2.76,91.65,308.41,2775.69,0.6428,2.51,18.75,29.0,Média,19.07,0,normal,Recorrentes padrão
CLI_01688,Centro-Oeste,Atacado,B2B,Médio,5.0,531.9,11,4296.35,47259.83,2.92,91.32,230.86,2539.46,0.434,2.28,12.87,18.06,Média,17.86,0,normal,Recorrentes padrão
CLI_01689,Centro-Oeste,Serviços,B2B,Médio,306.4,600.4,8,6841.65,54733.23,3.54,90.72,780.12,6240.96,1.2993,5.52,37.21,26.3,Média,25.89,0,normal,Longa distância alto custo
CLI_01690,Sudeste,E-commerce,Venda direta,Pequeno,71.6,535.1,8,3953.44,31627.54,2.96,89.15,295.89,2367.12,0.553,3.82,17.35,34.47,Média,22.46,0,normal,Recorrentes padrão
CLI_01691,Centro-Oeste,Atacado,B2B,Grande,175.1,87.5,3,1384.1,4152.3,5.42,91.04,408.76,1226.28,4.6715,4.73,52.34,16.88,Baixa,30.93,0,normal,Baixo volume instável
CLI_01692,Norte,Varejo,Distribuidor,Grande,312.4,387.4,5,2741.71,13708.55,5.78,65.15,671.54,3357.7,1.7335,11.86,65.43,77.92,Média,60.98,0,normal,Críticos operacionais
CLI_01693,Sudeste,Varejo,B2B,Médio,81.2,713.5,10,3756.48,37564.84,2.46,88.58,218.66,2186.6,0.3065,3.49,16.55,18.14,Média,19.87,0,normal,Recorrentes padrão
CLI_01694,Centro-Oeste,Indústria,B2B,Médio,98.4,407.6,5,1898.41,9492.06,3.12,88.6,289.38,1446.9,0.71,4.46,52.08,50.3,Baixa,29.4,0,normal,Baixo volume instável
CLI_01695,Sudeste,Atacado,B2B,Pequeno,449.2,1053.6,6,5866.62,35199.71,4.91,82.95,704.2,4225.2,0.6684,7.2,37.8,25.49,Média,35.71,0,normal,Longa distância alto custo
CLI_01696,Nordeste,Indústria,B2B,Médio,63.2,413.8,6,4304.33,25825.97,2.14,88.68,254.12,1524.72,0.6141,4.53,16.72,18.28,Média,19.78,0,normal,Recorrentes padrão
CLI_01697,Sul,Varejo,B2B,Pequeno,41.5,2259.8,21,10174.44,213663.28,1.19,96.92,212.48,4462.08,0.094,2.42,10.43,19.41,Premium,9.71,0,normal,Estratégicos urbanos
CLI_01698,Sul,Atacado,Venda direta,Pequeno,192.2,160.5,4,2578.1,10312.41,3.53,88.36,342.01,1368.04,2.1309,6.29,22.13,22.83,Baixa,25.8,0,normal,Baixo volume instável
CLI_01699,Centro-Oeste,Varejo,Venda direta,Médio,361.6,767.4,6,3968.04,23808.26,4.49,68.51,742.53,4455.18,0.9676,13.73,61.42,66.55,Baixa,55.39,0,normal,Críticos operacionais
CLI_01700,Sudeste,Indústria,Venda direta,Médio,243.4,132.7,4,734.04,2936.16,2.32,88.56,263.32,1053.28,1.9843,2.28,68.63,37.41,Baixa,26.87,0,normal,Baixo volume instável
CLI_01701,Sul,Varejo,Venda direta,Médio,363.8,230.0,6,4607.11,27642.69,5.54,67.26,514.74,3088.44,2.238,12.37,36.1,35.12,Média,52.03,0,normal,Críticos operacionais
CLI_01702,Centro-Oeste,Serviços,Marketplace,Pequeno,305.2,614.0,8,4411.91,35295.25,4.66,65.26,744.37,5954.96,1.2123,17.85,54.7,69.31,Média,60.31,0,normal,Críticos operacionais
CLI_01703,Sudeste,Varejo,Marketplace,Pequeno,61.1,493.7,8,2497.72,19981.74,2.11,91.19,254.62,2036.96,0.5157,3.1,15.86,19.42,Alta,17.0,0,normal,Recorrentes padrão
CLI_01704,Sudeste,Atacado,B2B,Pequeno,401.6,705.6,6,7074.85,42449.08,5.5,73.47,557.07,3342.42,0.7895,4.95,20.86,12.92,Média,38.7,0,normal,Longa distância alto custo
CLI_01705,Sudeste,Varejo,Marketplace,Pequeno,147.9,709.7,13,3600.55,46807.14,3.24,90.99,346.72,4507.36,0.4885,5.13,21.55,27.25,Média,22.79,0,normal,Recorrentes padrão
CLI_01706,Centro-Oeste,E-commerce,Marketplace,Grande,355.5,842.5,10,1779.28,17792.8,4.93,64.89,813.81,8138.1,0.9659,11.57,57.82,44.65,Média,55.06,0,normal,Críticos operacionais
CLI_01707,Sudeste,E-commerce,Distribuidor,Médio,71.0,1127.6,12,6272.63,75271.55,1.57,94.85,235.95,2831.4,0.2092,1.64,16.66,15.3,Alta,11.92,0,normal,Estratégicos urbanos
CLI_01708,Nordeste,Serviços,Marketplace,Grande,109.5,602.4,10,4801.17,48011.72,1.47,93.28,193.71,1937.1,0.3216,2.81,8.65,29.24,Média,13.72,0,normal,Recorrentes padrão
CLI_01709,Norte,Indústria,Venda direta,Pequeno,138.2,316.9,5,1079.99,5399.93,2.57,96.06,420.47,2102.35,1.3268,8.31,59.47,43.58,Baixa,26.17,0,normal,Baixo volume instável
CLI_01710,Sudeste,Atacado,B2B,Médio,44.9,976.7,12,4097.94,49175.24,2.44,85.57,236.45,2837.4,0.2421,1.75,18.23,29.44,Alta,21.75,0,normal,Recorrentes padrão
CLI_01711,Nordeste,Indústria,Distribuidor,Pequeno,155.5,239.2,5,1626.43,8132.16,3.15,79.07,542.83,2714.15,2.2694,7.93,48.62,60.1,Baixa,38.7,0,normal,Baixo volume instável
CLI_01712,Nordeste,Indústria,B2B,Médio,44.9,935.6,9,6201.5,55813.51,3.12,90.12,243.03,2187.27,0.2598,5.48,32.62,21.71,Alta,24.25,0,normal,Recorrentes padrão
CLI_01713,Sul,Varejo,Distribuidor,Pequeno,116.5,940.4,8,2226.27,17810.15,7.4,63.69,485.84,3886.72,0.5166,22.27,24.37,57.53,Média,66.54,0,normal,Críticos operacionais
CLI_01714,Norte,Varejo,Venda direta,Médio,183.4,225.8,4,1122.3,4489.2,4.24,91.41,248.68,994.72,1.1013,3.51,25.34,51.65,Média,26.38,0,normal,Baixo volume instável
CLI_01715,Sudeste,Serviços,Distribuidor,Grande,82.5,474.3,11,4831.25,53143.78,2.18,89.85,248.05,2728.55,0.523,4.45,11.75,15.16,Média,18.16,0,normal,Recorrentes padrão
CLI_01716,Sudeste,Serviços,B2B,Pequeno,171.9,331.1,3,1109.75,3329.26,3.51,86.77,229.61,688.83,0.6935,9.64,51.59,46.43,Baixa,34.91,0,normal,Baixo volume instável
CLI_01717,Sul,Atacado,Distribuidor,Pequeno,114.5,1009.2,9,4492.43,40431.91,2.73,85.34,140.41,1263.69,0.1391,2.3,25.8,37.73,Média,24.68,0,normal,Recorrentes padrão
CLI_01718,Nordeste,Varejo,Venda direta,Médio,483.0,1004.2,3,3689.85,11069.56,5.61,85.91,588.89,1766.67,0.5864,4.58,33.89,43.28,Alta,34.62,0,normal,Longa distância alto custo
CLI_01719,Sudeste,Varejo,Marketplace,Médio,309.7,1039.9,11,3455.79,38013.71,4.39,90.94,699.58,7695.38,0.6727,4.32,26.48,31.71,Média,26.12,0,normal,Longa distância alto custo
CLI_01720,Norte,E-commerce,Distribuidor,Pequeno,81.9,306.6,3,1703.97,5111.92,2.8,82.76,433.42,1300.26,1.4136,6.21,39.97,28.82,Baixa,30.4,0,normal,Baixo volume instável
CLI_01721,Sul,Varejo,Marketplace,Médio,48.0,1102.9,24,9240.0,221759.98,1.79,97.06,751.9295693011086,18046.31,0.6818,1.1,11.97,33.97,Premium,11.59,1,custo_extremo,Estratégicos urbanos
CLI_01722,Sudeste,Atacado,Marketplace,Pequeno,83.9,605.4,12,3349.66,40195.94,2.55,90.56,211.47,2537.64,0.3493,5.51,24.49,17.71,Alta,21.19,0,normal,Recorrentes padrão
CLI_01723,Nordeste,Indústria,Marketplace,Médio,453.8,926.7,6,6323.69,37942.11,3.08,80.0,677.4,4064.4,0.731,6.19,22.4,10.16,Alta,29.14,0,normal,Longa distância alto custo
CLI_01724,Norte,E-commerce,Marketplace,Pequeno,483.7,812.1,10,4751.21,47512.1,5.0,92.11,669.48,6694.8,0.8244,5.25,22.0,33.93,Alta,27.15,0,normal,Longa distância alto custo
CLI_01725,Nordeste,E-commerce,Distribuidor,Médio,103.3,671.0,15,3638.41,54576.16,1.53,86.43,225.15,3377.25,0.3355,4.8,12.22,14.69,Média,19.08,0,normal,Recorrentes padrão
CLI_01726,Sudeste,E-commerce,Distribuidor,Pequeno,47.6,1110.0,21,9423.75,197898.74,1.56,91.96,179.18,3762.78,0.1614,3.17,10.65,11.3,Premium,13.82,0,normal,Estratégicos urbanos
CLI_01727,Sudeste,Varejo,B2B,Pequeno,123.5,569.9,10,4870.64,48706.36,2.99,84.93,263.87,2638.7,0.463,3.46,16.58,19.39,Alta,23.72,0,normal,Recorrentes padrão
CLI_01728,Nordeste,Varejo,B2B,Pequeno,203.2,352.3,4,997.87,3991.49,2.53,87.86,411.05,1644.2,1.1668,3.32,33.96,47.09,Baixa,25.04,0,normal,Baixo volume instável
CLI_01729,Sul,Varejo,Venda direta,Médio,25.9,945.5,25,9619.98,240499.5,1.84,95.22,205.74,5143.5,0.2176,1.31,13.27,23.82,Premium,12.4,0,normal,Estratégicos urbanos
CLI_01730,Nordeste,Atacado,Marketplace,Médio,121.4,733.1,10,5262.91,52629.09,1.37,88.59,231.49,2314.9,0.3158,3.8,23.32,23.99,Alta,18.71,0,normal,Recorrentes padrão
CLI_01731,Nordeste,Atacado,Distribuidor,Grande,441.9,280.4,10,2308.23,23082.31,4.68,57.1,686.8,6868.0,2.4494,14.52,38.59,60.87,Média,60.67,0,normal,Críticos operacionais
CLI_01732,Centro-Oeste,Atacado,B2B,Médio,73.6,1177.4,15,8454.0,126809.99,1.98,96.0,188.27,2824.05,0.1599,2.05,9.05,8.51,Alta,10.94,0,normal,Estratégicos urbanos
CLI_01733,Sudeste,Atacado,Distribuidor,Pequeno,46.4,96.6,4,1985.87,7943.48,2.39,85.43,863.8651708081984,3455.46,8.9427,3.06,62.21,35.8,Baixa,28.75,1,custo_extremo,Baixo volume instável
CLI_01734,Sul,Varejo,B2B,Pequeno,111.2,591.3,13,3518.21,45736.69,2.38,91.11,257.87,3352.31,0.4361,4.78,33.13,23.12,Média,21.42,0,normal,Recorrentes padrão
CLI_01735,Nordeste,Varejo,Marketplace,Pequeno,284.6,319.2,3,2875.7,8627.09,2.36,85.11,193.31,579.93,0.6056,6.18,47.37,47.96,Baixa,30.26,0,normal,Baixo volume instável
CLI_01736,Norte,Varejo,Venda direta,Médio,142.8,161.7,3,1942.59,5827.76,2.88,95.81,291.05,873.15,1.7999,9.61,31.44,17.14,Média,22.27,0,normal,Baixo volume instável
CLI_01737,Sudeste,E-commerce,Marketplace,Médio,143.8,134.6,5,2246.2,11231.01,3.01,93.02,219.84,1099.2,1.6333,7.77,49.94,28.5,Média,26.44,0,normal,Baixo volume instável
CLI_01738,Sul,E-commerce,Marketplace,Pequeno,36.9,1227.9,15,11452.0,171780.06,1.33,93.67,162.57,2438.55,0.1324,0.9,16.11,19.81,Premium,11.89,0,normal,Estratégicos urbanos
CLI_01739,Sudeste,Indústria,B2B,Médio,108.1,676.0,10,5264.56,52645.55,2.46,92.25,334.78,3347.8,0.4952,3.82,22.97,12.66,Média,18.01,0,normal,Recorrentes padrão
CLI_01740,Centro-Oeste,Varejo,Venda direta,Pequeno,282.0,175.9,5,1290.48,6452.39,2.27,90.42,245.29,1226.45,1.3945,6.96,55.52,60.88,Baixa,29.17,0,normal,Baixo volume instável
CLI_01741,Nordeste,Atacado,B2B,Pequeno,6.8,614.3,10,4071.01,40710.1,2.0,85.71,378.77,3787.7,0.6166,3.88,18.85,41.02,Média,23.13,0,normal,Recorrentes padrão
CLI_01742,Sudeste,Varejo,B2B,Pequeno,163.4,666.8,3,4333.98,13001.95,2.66,94.6,341.05,1023.15,0.5115,5.33,19.21,18.72,Média,18.06,0,normal,Recorrentes padrão
CLI_01743,Sudeste,E-commerce,Marketplace,Médio,33.4,1468.4,15,9718.04,145770.55,1.33,91.25,248.24,3723.6,0.1691,1.31,11.01,13.16,Alta,12.59,0,normal,Estratégicos urbanos
CLI_01744,Norte,Varejo,B2B,Médio,430.0,587.4,5,3921.47,19607.36,6.0,50.01,294.77,1473.85,0.5018,13.73,43.25,49.58,Alta,67.77,0,normal,Críticos operacionais
CLI_01745,Nordeste,Serviços,B2B,Pequeno,284.2,266.0,1,5347.79,5347.79,3.58,71.97,771.24,771.24,2.8994,7.98,24.24,30.68,Média,38.98,0,normal,Longa distância alto custo
